

🌍央视频道,#genre#
CCTV-10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV-14,http://222.71.90.218:8888/newlive/live/hls/15/live.m3u8
CCTV-1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV-9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?


🌍卫视频道,#genre#
北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
浙江卫视,http://222.71.90.218:8888/newlive/live/hls/20/live.m3u8
江苏卫视,http://222.71.90.218:8888/newlive/live/hls/21/live.m3u8
湖南卫视,http://222.71.90.218:8888/newlive/live/hls/22/live.m3u8
广东卫视,http://222.71.90.218:8888/newlive/live/hls/23/live.m3u8
深圳卫视,http://222.71.90.218:8888/newlive/live/hls/24/live.m3u8
黑龙江卫视,http://222.71.90.218:8888/newlive/live/hls/25/live.m3u8
山东卫视,http://222.71.90.218:8888/newlive/live/hls/26/live.m3u8
湖北卫视,http://222.71.90.218:8888/newlive/live/hls/27/live.m3u8
安徽卫视,http://222.71.90.218:8888/newlive/live/hls/28/live.m3u8
东南卫视,http://222.71.90.218:8888/newlive/live/hls/29/live.m3u8
江西卫视,http://222.71.90.218:8888/newlive/live/hls/30/live.m3u8
辽宁卫视,http://222.71.90.218:8888/newlive/live/hls/31/live.m3u8
天津卫视,http://222.71.90.218:8888/newlive/live/hls/32/live.m3u8
云南卫视,http://222.71.90.218:8888/newlive/live/hls/39/live.m3u8
广西卫视,http://222.71.90.218:8888/newlive/live/hls/40/live.m3u8
吉林卫视,http://222.71.90.218:8888/newlive/live/hls/41/live.m3u8
宁夏卫视,http://222.71.90.218:8888/newlive/live/hls/42/live.m3u8
青海卫视,http://222.71.90.218:8888/newlive/live/hls/43/live.m3u8
西藏卫视,http://222.71.90.218:8888/newlive/live/hls/44/live.m3u8
陕西卫视,http://222.71.90.218:8888/newlive/live/hls/45/live.m3u8
内蒙古卫视,http://222.71.90.218:8888/newlive/live/hls/46/live.m3u8
新疆卫视,http://222.71.90.218:8888/newlive/live/hls/47/live.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://111.202.12.159:8080/kYGHWzA/1000/live.m3u8
康巴卫视,http://111.202.12.159:8080/3zvkK28/1000/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
韩国钓鱼_663,http://210.210.155.37/dr9445/h/h07/index.m3u8

🎈少儿频道,#genre#
空中课堂_一年级,http://liveplay-kk.rtxapp.com/live/program/live/kkyinj/1300000/mnf.m3u8
空中课堂_二年级,http://liveplay-kk.rtxapp.com/live/program/live/kkernj/1300000/mnf.m3u8
空中课堂_三年级,http://liveplay-kk.rtxapp.com/live/program/live/kksannj/1300000/mnf.m3u8
空中课堂_四年级,http://liveplay-kk.rtxapp.com/live/program/live/kksinj/1300000/mnf.m3u8
空中课堂_五年级,http://liveplay-kk.rtxapp.com/live/program/live/kkwunj/1300000/mnf.m3u8
空中课堂_六年级,http://liveplay-kk.rtxapp.com/live/program/live/kkliunj/1300000/mnf.m3u8
空中课堂_初一,http://liveplay-kk.rtxapp.com/live/program/live/kkqinj/1300000/mnf.m3u8
空中课堂_初二,http://liveplay-kk.rtxapp.com/live/program/live/kkbanj/1300000/mnf.m3u8
空中课堂_高一,http://liveplay-kk.rtxapp.com/live/program/live/kkgaoyinj/1300000/mnf.m3u8
空中课堂_高二,http://liveplay-kk.rtxapp.com/live/program/live/kkgaoernj/1300000/mnf.m3u8
空中课堂_高三,http://liveplay-kk.rtxapp.com/live/program/live/kkgaosannj/1300000/mnf.m3u8
哈哈炫动,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
嘉佳卡通,http://v2.91kds.cn/b9/itouchtv.m3u8?id=gdjjkt&auth=rinimabi
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
儿歌大全,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
key=0b292c335e5837e947f9409c59228f3e6

🌍央蓝卫蓝,#genre#
CCTV-1    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV-1    2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-2    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-2    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV-3    2K,http://111.20.40.172/PLTV/88888893/224/3221226397/index.m3u8
CCTV-4    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-4    2K,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-5    2K,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5    2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5+   2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-5+   2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-6    2K,http://111.20.40.167/PLTV/88888893/224/3221226393/index.m3u8
CCTV-6    2K,http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8
CCTV-7    2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-8    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV-8    2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-8    2K,http://111.20.40.172/PLTV/88888893/224/3221226391/index.m3u8
CCTV-9    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-9    2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9    2K,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV-10   2K,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV-10   2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-13   2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13   2K,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13   2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13   2K,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV-14   2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV-15   2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-16   2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV-16   2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-16   2K,http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://221.2.36.34:8888/newlive/live/hls/24/live.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
江苏卫视,http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8
广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
广西卫视,http://222.71.90.218:8888/newlive/live/hls/40/live.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
安徽卫视,http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8
北京卫视,http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8
天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
天津卫视,http://222.71.90.218:8888/newlive/live/hls/32/live.m3u8
东方卫视,http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
山东卫视,http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8
山东卫视,http://222.71.90.218:8888/newlive/live/hls/26/live.m3u8
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
湖南卫视,http://222.71.90.218:8888/newlive/live/hls/22/live.m3u8
湖北卫视,http://222.71.90.218:8888/newlive/live/hls/27/live.m3u8
重庆卫视,https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8
重庆卫视,http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8
辽宁卫视 http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8?blog.ntnas.top

🐂［斗牛］,#genre# 
西班牙斗牛比赛1,https://vd2.bdstatic.com/mda-nc29ku7ihumv5r8f/cae_h264_delogo/1646293015546692994/mda-nc29ku7ihumv5r8f.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2195638555&vid=18020559476924503033&auth_key=1655553995-0-0-8f6b7c9cfe0dab0d6b3cf1a97c398f35&bcevod_channel=searchbox_feed
西班牙斗牛比赛10-3,https://vd3.bdstatic.com/mda-ki8x19mtumpcz6ff/hd/mda-ki8x19mtumpcz6ff.mp4?auth_key=1655553070-0-0-1ccdd12e8aad36dc8691f102a38aded5&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1270272931&vid=9853141756817971137&abtest=all
PBR+职业骑牛大赛,https://epg.112114.xyz/huya/880221
这种扣眼法我也是第一次见,https://vd4.bdstatic.com/mda-iatkkrkktuxdxjkr/mda-iatkkrkktuxdxjkr.mp4
黔东南斗牛场,https://vd4.bdstatic.com/mda-jjsbq9wkpc460pad/mda-jjsbq9wkpc460pad.mp4
比赛太疯狂心都跳出来了,https://vd4.bdstatic.com/mda-jbhwe1w2r1mddceb/mda-jbhwe1w2r1mddceb.mp4
神秘牛王vs全能王,https://vd2.bdstatic.com/mda-mawd84xjaf475u4d/cae_h264_nowatermark/1612091996/mda-mawd84xjaf475u4d.mp4
斗牛肠子都出来了,https://vd4.bdstatic.com/mda-mgd5bi9ywtrxkxvr/cae_h264/1626235718363273720/mda-mgd5bi9ywtrxkxvr.mp4
太惨了现场失控,https://vdse.bdstatic.com//ae5a80fb5261b66a646003901f9c0d5f.mp4
这是牛王之间的对决每个动作都很经典,https://vd2.bdstatic.com/mda-ncbxwu6u9hjzetf3/hd/cae_h264_delogo/1647508508690738012/mda-ncbxwu6u9hjzetf3.mp4
精彩贵州斗牛,https://vd3.bdstatic.com/mda-kgkvq83bzj9t438u/mda-kgkvq83bzj9t438u.mp4
贵州今年最厉害的斗牛,https://vd3.bdstatic.com/mda-km802uep2xjcrpq4/mda-km802uep2xjcrpq4.mp4
云南苗乡斗牛太猛了,https://vd2.bdstatic.com/mda-je4rhvn3b75hhsyy/mda-je4rhvn3b75hhsyy.mp4
国外的斗牛,https://vd2.bdstatic.com/mda-jafk8ucf6iw11spw/mda-jafk8ucf6iw11spw.mp4

🌍港 澳 台,#genre#
藕断丝连,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2-PE4gUogNfRyAM.mp4
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://198.16.100.90:8278/jade_twn/playlist.m3u8?tid=MA3A7166615971666159&ct=19226&tsum=abeff4c5d0d1ad10147a21ebc6cc5182
翡翠台,https://epg.pw/stream/32e4ae9af65495464449144f8ac46bb0c384b67e3252e757547402d54fb08dc1.m3u8
翡翠台,https://epg.pw/stream/262189ae99c1e06cd28c91958a372159ce25150e10daf805237dbcbe72f95e9d.m3u8
翡翠台,https://epg.pw/stream/d8c93b48b91c1ebf0dba342a788c771416122535649aa71f70dced7b8917817f.m3u8
翡翠台,https://epg.pw/stream/d060c5d1cc0bf154a0b238e05247a360582c95d53a959d4a85e46c4ea2f117b1.m3u8
翡翠台,https://epg.pw/stream/0de2dc7588c3545cbba79d8a678b5fad71c548b1cf24d5c700364988cea2931a.ctv
明珠台,http://r.jdshipin.com/ZQ4kN
澳门莲花,https://epg.pw/stream/4e3a528419f787f7e8ee2c0778460ab390158ea79eeb6806c73b0db0ac4e9d5d.ctv
无线新闻,https://epg.pw/stream/8a901f8dbc93b286fc53ceceda0a7198f41dfd91a2ca2a528e314aea87eb806b.m3u8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
东森洋片,https://epg.pw/stream/b31a4aef65cf79aeb593a2b6ebda2923554b12d4a8548eb1edde0821deea70a6.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
凤凰中文,https://epg.pw/stream/9d3ae35ac5340698211b15afabadf8d01cadfd8f2e804854fe854eb39412924a.m3u8
凤凰资讯,https://epg.pw/stream/feef91f40b85dafbfec7b968db0c1fc20f8fafdbbef2dfd751cfbcfd51f6ea5d.m3u8
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
WWE格斗,https://d2p372oxiwmcn1.cloudfront.net/hls/main.m3u8
所有体育电视高清,http://5cf4a2c2512a2.streamlock.net:1935/dgrau/dgrau/playlist.m3u8

🌴纪录片,#genre#
大太平洋,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/2d7f4eeaed2e4ad080bcf324eb21bc0d/4000.m3u8
生命脉动,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c481b5826ffc4e99a92e01704c862dbc/850.m3u8
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
美丽中国说,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
美丽中国自然,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/51d937a0201f4c78a5878b4b37089f3b/4000.m3u8
航拍中国第一季,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
航拍中国第三季,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8
中国村庄,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
梵净山,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/b9571df1181c4422a83901e827519fe6/4000.m3u8
地球脉动第一季,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7a3423af02284c3db48b854ab646993f/850.m3u8
乘着火车看中国,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/2b0f397ed9d948eb9fac38d73cde241b/4000.m3u8
中世界多神奇,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8
旱季极限生存战,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/1b750e952abb452c9f77d44f8d8bae17/1200.m3u8
旱季冒险故事,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/ac505ca5d2d5469eb21448c300a8c16c/1200.m3u8
